condition,budget,n_robots,id,subset,best_iou,best_iou_vs_original,mean_iou,mean_iou_vs_original,std_iou,min_iou,n_runs,seconds
small-n5,small,5,letters_lower_k_dejavusans-bold,letters_lower,0.8023,0.8023,0.7627,0.7627,0.0422,0.6934,5,67.5
small-n5,small,5,letters_lower_k_dejavusansmono-bold,letters_lower,0.7527,0.7527,0.7158,0.7158,0.0311,0.665,5,67.9
small-n5,small,5,letters_lower_k_dejavuserif-bold,letters_lower,0.7356,0.7356,0.7068,0.7068,0.0206,0.6785,5,67.5
small-n5,small,5,letters_lower_l_dejavusans-bold,letters_lower,0.8027,0.8027,0.7605,0.7605,0.0262,0.7213,5,66.7
small-n5,small,5,letters_lower_l_dejavusansmono-bold,letters_lower,0.7066,0.7066,0.6629,0.6629,0.0293,0.6167,5,67.6
small-n5,small,5,letters_lower_l_dejavuserif-bold,letters_lower,0.7779,0.7779,0.728,0.728,0.0518,0.6616,5,67.9
small-n5,small,5,letters_lower_m_dejavusans-bold,letters_lower,0.6542,0.6542,0.6356,0.6356,0.0223,0.5921,5,73.9
small-n5,small,5,letters_lower_m_dejavusansmono-bold,letters_lower,0.6817,0.6817,0.6652,0.6652,0.014,0.644,5,74.3
small-n5,small,5,letters_lower_m_dejavuserif-bold,letters_lower,0.6811,0.6811,0.6567,0.6567,0.015,0.6393,5,74.2
small-n5,small,5,letters_lower_n_dejavusans-bold,letters_lower,0.7238,0.7238,0.6865,0.6865,0.029,0.6476,5,72.8
small-n5,small,5,letters_lower_n_dejavusansmono-bold,letters_lower,0.7569,0.7569,0.7386,0.7386,0.0103,0.7262,5,74.3
small-n5,small,5,letters_lower_n_dejavuserif-bold,letters_lower,0.7404,0.7404,0.7041,0.7041,0.0345,0.6492,5,73.4
small-n5,small,5,letters_lower_o_dejavusans-bold,letters_lower,0.8104,0.8104,0.7488,0.7488,0.0343,0.7166,5,70.2
small-n5,small,5,letters_lower_o_dejavusansmono-bold,letters_lower,0.8069,0.8069,0.7672,0.7672,0.0258,0.7286,5,70.4
small-n5,small,5,letters_lower_o_dejavuserif-bold,letters_lower,0.7915,0.7915,0.7181,0.7181,0.04,0.6731,5,69.5
small-n5,small,5,letters_lower_p_dejavusans-bold,letters_lower,0.761,0.761,0.7343,0.7343,0.02,0.7063,5,71.3
small-n5,small,5,letters_lower_p_dejavusansmono-bold,letters_lower,0.722,0.722,0.7124,0.7124,0.0167,0.679,5,71.9
small-n5,small,5,letters_lower_p_dejavuserif-bold,letters_lower,0.7393,0.7393,0.7285,0.7285,0.0074,0.7164,5,69.7
small-n5,small,5,letters_lower_q_dejavusans-bold,letters_lower,0.6971,0.6971,0.6784,0.6784,0.0189,0.6429,5,72.2
small-n5,small,5,letters_lower_q_dejavusansmono-bold,letters_lower,0.6951,0.6951,0.6657,0.6657,0.023,0.6343,5,73.3
small-n5,small,5,letters_lower_q_dejavuserif-bold,letters_lower,0.6863,0.6863,0.6748,0.6748,0.0072,0.6674,5,70.5
small-n5,small,5,letters_lower_r_dejavusans-bold,letters_lower,0.8731,0.8731,0.8553,0.8553,0.0194,0.8175,5,73.6
small-n5,small,5,letters_lower_r_dejavusansmono-bold,letters_lower,0.8338,0.8338,0.8107,0.8107,0.0205,0.7817,5,72.0
small-n5,small,5,letters_lower_r_dejavuserif-bold,letters_lower,0.7958,0.7958,0.782,0.782,0.0154,0.7521,5,72.0
small-n5,small,5,letters_lower_s_dejavusans-bold,letters_lower,0.7099,0.7099,0.6835,0.6835,0.0162,0.6614,5,71.0
small-n5,small,5,letters_lower_s_dejavusansmono-bold,letters_lower,0.7091,0.7091,0.6833,0.6833,0.0265,0.6468,5,74.9
small-n5,small,5,letters_lower_s_dejavuserif-bold,letters_lower,0.6395,0.6395,0.6352,0.6352,0.0035,0.629,5,73.5
small-n5,small,5,letters_lower_t_dejavusans-bold,letters_lower,0.7788,0.7788,0.7653,0.7653,0.0143,0.7381,5,72.0
small-n5,small,5,letters_lower_t_dejavusansmono-bold,letters_lower,0.7434,0.7434,0.7215,0.7215,0.017,0.701,5,74.9
small-n5,small,5,letters_lower_t_dejavuserif-bold,letters_lower,0.7892,0.7892,0.7657,0.7657,0.0278,0.7157,5,71.5
small-n5,small,5,letters_lower_u_dejavusans-bold,letters_lower,0.7883,0.7883,0.7431,0.7431,0.0265,0.7101,5,74.1
small-n5,small,5,letters_lower_u_dejavusansmono-bold,letters_lower,0.8115,0.8115,0.7835,0.7835,0.0248,0.7409,5,70.5
small-n5,small,5,letters_lower_u_dejavuserif-bold,letters_lower,0.727,0.727,0.7097,0.7097,0.0182,0.6774,5,76.5
small-n5,small,5,letters_lower_v_dejavusans-bold,letters_lower,0.8305,0.8305,0.8195,0.8195,0.0092,0.8063,5,73.2
small-n5,small,5,letters_lower_v_dejavusansmono-bold,letters_lower,0.8261,0.8261,0.7893,0.7893,0.0201,0.7711,5,69.2
small-n5,small,5,letters_lower_v_dejavuserif-bold,letters_lower,0.7326,0.7326,0.716,0.716,0.0164,0.6904,5,73.9
small-n5,small,5,letters_lower_w_dejavusans-bold,letters_lower,0.7309,0.7309,0.6942,0.6942,0.0287,0.6441,5,65.9
small-n5,small,5,letters_lower_w_dejavusansmono-bold,letters_lower,0.7342,0.7342,0.7024,0.7024,0.0327,0.6513,5,67.2
small-n5,small,5,letters_lower_w_dejavuserif-bold,letters_lower,0.6404,0.6404,0.617,0.617,0.0155,0.5969,5,66.3
small-n5,small,5,letters_lower_x_dejavusans-bold,letters_lower,0.7803,0.7803,0.7201,0.7201,0.0327,0.6929,5,67.2
small-n5,small,5,letters_lower_x_dejavusansmono-bold,letters_lower,0.7416,0.7416,0.7165,0.7165,0.0153,0.6958,5,69.6
small-n5,small,5,letters_lower_x_dejavuserif-bold,letters_lower,0.7702,0.7702,0.7079,0.7079,0.0336,0.677,5,67.1
small-n5,small,5,letters_lower_y_dejavusans-bold,letters_lower,0.7767,0.7767,0.7581,0.7581,0.0136,0.7445,5,73.8
small-n5,small,5,letters_lower_y_dejavusansmono-bold,letters_lower,0.7279,0.7279,0.7105,0.7105,0.0108,0.6985,5,68.7
small-n5,small,5,letters_lower_y_dejavuserif-bold_v2,letters_lower,0.7497,0.7497,0.7178,0.7178,0.0272,0.6732,5,73.1
small-n5,small,5,letters_lower_z_dejavusans-bold,letters_lower,0.7925,0.7925,0.7621,0.7621,0.0207,0.7291,5,72.3
small-n5,small,5,letters_lower_z_dejavusansmono-bold,letters_lower,0.7639,0.7639,0.7375,0.7375,0.0151,0.7207,5,66.6
small-n5,small,5,letters_lower_z_dejavuserif-bold,letters_lower,0.7228,0.7228,0.6958,0.6958,0.0197,0.676,5,72.3
small-n5,small,5,letters_upper_A_dejavusans-bold,letters_upper,0.7871,0.7871,0.7485,0.7485,0.0204,0.7273,5,68.4
small-n5,small,5,letters_upper_A_dejavusansmono-bold,letters_upper,0.7213,0.7213,0.6968,0.6968,0.0172,0.6771,5,68.2
small-n5,small,5,letters_upper_A_dejavuserif-bold,letters_upper,0.6374,0.6374,0.6069,0.6069,0.0259,0.5628,5,69.0
small-n5,small,5,letters_upper_B_dejavusans-bold,letters_upper,0.7717,0.7717,0.7524,0.7524,0.0212,0.7116,5,68.4
small-n5,small,5,letters_upper_B_dejavusansmono-bold,letters_upper,0.751,0.751,0.7119,0.7119,0.0247,0.6869,5,68.1
small-n5,small,5,letters_upper_B_dejavuserif-bold,letters_upper,0.7456,0.7456,0.7035,0.7035,0.0357,0.6522,5,68.8
small-n5,small,5,letters_upper_C_dejavusans-bold,letters_upper,0.7515,0.7515,0.7287,0.7287,0.0178,0.6967,5,67.6
small-n5,small,5,letters_upper_C_dejavusansmono-bold,letters_upper,0.7083,0.7083,0.6759,0.6759,0.0238,0.6429,5,67.6
small-n5,small,5,letters_upper_C_dejavuserif-bold,letters_upper,0.6288,0.6288,0.6005,0.6005,0.0266,0.5542,5,67.8
small-n5,small,5,letters_upper_D_dejavusans-bold,letters_upper,0.8024,0.8024,0.8003,0.8003,0.0013,0.7985,5,68.8
small-n5,small,5,letters_upper_D_dejavusansmono-bold,letters_upper,0.8165,0.8165,0.7899,0.7899,0.0223,0.7565,5,67.0
small-n5,small,5,letters_upper_D_dejavuserif-bold,letters_upper,0.7269,0.7269,0.7045,0.7045,0.034,0.6368,5,69.5
small-n5,small,5,letters_upper_E_dejavusans-bold,letters_upper,0.7751,0.7751,0.7197,0.7197,0.0424,0.6534,5,67.3
small-n5,small,5,letters_upper_E_dejavusansmono-bold,letters_upper,0.7725,0.7725,0.7315,0.7315,0.0297,0.6844,5,68.7
small-n5,small,5,letters_upper_E_dejavuserif-bold,letters_upper,0.6847,0.6847,0.6521,0.6521,0.0232,0.6264,5,67.8
small-n5,small,5,letters_upper_F_dejavusans-bold,letters_upper,0.7316,0.7316,0.7169,0.7169,0.0198,0.6777,5,68.2
small-n5,small,5,letters_upper_F_dejavusansmono-bold,letters_upper,0.7043,0.7043,0.6864,0.6864,0.0111,0.6755,5,66.4
small-n5,small,5,letters_upper_F_dejavuserif-bold,letters_upper,0.7074,0.7074,0.6934,0.6934,0.0097,0.6827,5,67.3
small-n5,small,5,letters_upper_G_dejavusans-bold,letters_upper,0.7081,0.7081,0.6688,0.6688,0.0302,0.6174,5,67.4
small-n5,small,5,letters_upper_G_dejavusansmono-bold,letters_upper,0.7128,0.7128,0.6646,0.6646,0.0347,0.619,5,68.9
small-n5,small,5,letters_upper_G_dejavuserif-bold,letters_upper,0.6425,0.6425,0.5864,0.5864,0.0338,0.539,5,67.6
small-n5,small,5,letters_upper_H_dejavusans-bold,letters_upper,0.7042,0.7042,0.6598,0.6598,0.0315,0.6305,5,67.5
small-n5,small,5,letters_upper_H_dejavusansmono-bold,letters_upper,0.7121,0.7121,0.6806,0.6806,0.0206,0.6622,5,67.7
small-n5,small,5,letters_upper_H_dejavuserif-bold,letters_upper,0.6451,0.6451,0.6292,0.6292,0.0099,0.6186,5,67.8
small-n5,small,5,letters_upper_I_dejavusans-bold,letters_upper,0.8617,0.8617,0.7981,0.7981,0.0338,0.7681,5,68.1
small-n5,small,5,letters_upper_I_dejavusansmono-bold,letters_upper,0.7289,0.7289,0.7174,0.7174,0.0078,0.7081,5,67.2
small-n5,small,5,letters_upper_I_dejavuserif-bold,letters_upper,0.8411,0.8411,0.7965,0.7965,0.0294,0.7546,5,68.0
small-n5,small,5,letters_upper_J_dejavusans-bold,letters_upper,0.8244,0.8244,0.7437,0.7437,0.0606,0.6531,5,67.8
small-n5,small,5,letters_upper_J_dejavusansmono-bold,letters_upper,0.7167,0.7167,0.6879,0.6879,0.0242,0.6502,5,67.2
small-n5,small,5,letters_upper_J_dejavuserif-bold,letters_upper,0.768,0.768,0.7062,0.7062,0.0436,0.6562,5,67.0
small-n5,small,5,letters_upper_K_dejavusans-bold,letters_upper,0.7272,0.7272,0.7104,0.7104,0.0108,0.7005,5,67.9
small-n5,small,5,letters_upper_K_dejavusansmono-bold,letters_upper,0.7132,0.7132,0.689,0.689,0.0179,0.6581,5,68.9
small-n5,small,5,letters_upper_K_dejavuserif-bold,letters_upper,0.699,0.699,0.6528,0.6528,0.0346,0.6112,5,68.1
small-n5,small,5,letters_upper_L_dejavusans-bold,letters_upper,0.9119,0.9119,0.8463,0.8463,0.0472,0.7814,5,69.2
small-n5,small,5,letters_upper_L_dejavusansmono-bold,letters_upper,0.8335,0.8335,0.8012,0.8012,0.0282,0.7574,5,69.2
small-n5,small,5,letters_upper_L_dejavuserif-bold,letters_upper,0.8409,0.8409,0.7905,0.7905,0.0446,0.7143,5,68.0
small-n5,small,5,letters_upper_M_dejavusans-bold,letters_upper,0.6939,0.6939,0.674,0.674,0.018,0.6414,5,67.2
small-n5,small,5,letters_upper_M_dejavusansmono-bold,letters_upper,0.6728,0.6728,0.6251,0.6251,0.0317,0.5816,5,67.4
small-n5,small,5,letters_upper_M_dejavuserif-bold_v2,letters_upper,0.7405,0.7405,0.7037,0.7037,0.0346,0.657,5,67.1
small-n5,small,5,letters_upper_N_dejavusans-bold,letters_upper,0.7166,0.7166,0.6819,0.6819,0.0264,0.6394,5,67.0
small-n5,small,5,letters_upper_N_dejavusansmono-bold,letters_upper,0.6821,0.6821,0.6646,0.6646,0.0131,0.6496,5,67.3
small-n5,small,5,letters_upper_N_dejavuserif-bold_v2,letters_upper,0.66,0.66,0.6269,0.6269,0.0216,0.6034,5,67.8
small-n5,small,5,letters_upper_O_dejavusans-bold,letters_upper,0.7934,0.7934,0.7454,0.7454,0.0384,0.6983,5,67.9
small-n5,small,5,letters_upper_O_dejavusansmono-bold,letters_upper,0.8055,0.8055,0.7499,0.7499,0.0324,0.7047,5,67.9
small-n5,small,5,letters_upper_O_dejavuserif-bold,letters_upper,0.7141,0.7141,0.6756,0.6756,0.0242,0.652,5,67.1
small-n5,small,5,letters_upper_P_dejavusans-bold,letters_upper,0.7743,0.7743,0.7209,0.7209,0.0439,0.6562,5,67.3
small-n5,small,5,letters_upper_P_dejavusansmono-bold,letters_upper,0.7351,0.7351,0.7015,0.7015,0.019,0.6773,5,68.3
small-n5,small,5,letters_upper_P_dejavuserif-bold,letters_upper,0.7368,0.7368,0.7094,0.7094,0.0177,0.6887,5,68.1
small-n5,small,5,letters_upper_Q_dejavusans-bold,letters_upper,0.7038,0.7038,0.6765,0.6765,0.0294,0.6213,5,67.3
small-n5,small,5,letters_upper_Q_dejavusansmono-bold,letters_upper,0.7019,0.7019,0.673,0.673,0.0215,0.6366,5,66.9
small-n5,small,5,letters_upper_Q_dejavuserif-bold,letters_upper,0.6537,0.6537,0.6249,0.6249,0.0184,0.6023,5,66.6
small-n5,small,5,letters_upper_R_dejavusans-bold,letters_upper,0.7463,0.7463,0.7105,0.7105,0.0181,0.6983,5,66.7
small-n5,small,5,letters_upper_R_dejavusansmono-bold,letters_upper,0.7016,0.7016,0.6757,0.6757,0.0292,0.626,5,67.2
small-n5,small,5,letters_upper_R_dejavuserif-bold,letters_upper,0.7099,0.7099,0.6728,0.6728,0.0357,0.6143,5,66.4
small-n5,small,5,letters_upper_S_dejavusans-bold,letters_upper,0.7157,0.7157,0.6773,0.6773,0.0296,0.6399,5,73.8
small-n5,small,5,letters_upper_S_dejavusansmono-bold,letters_upper,0.6661,0.6661,0.6184,0.6184,0.0332,0.5648,5,77.0
small-n5,small,5,letters_upper_S_dejavuserif-bold,letters_upper,0.603,0.603,0.5733,0.5733,0.0209,0.545,5,72.4
small-n5,small,5,letters_upper_T_dejavusans-bold,letters_upper,0.7934,0.7934,0.7775,0.7775,0.01,0.763,5,74.0
small-n5,small,5,letters_upper_T_dejavusansmono-bold,letters_upper,0.6991,0.6991,0.6745,0.6745,0.0289,0.6237,5,75.7
small-n5,small,5,letters_upper_T_dejavuserif-bold,letters_upper,0.705,0.705,0.6776,0.6776,0.0192,0.6502,5,74.1
small-n5,small,5,letters_upper_U_dejavusans-bold,letters_upper,0.7636,0.7636,0.7391,0.7391,0.0176,0.7169,5,80.9
small-n5,small,5,letters_upper_U_dejavusansmono-bold,letters_upper,0.7664,0.7664,0.7269,0.7269,0.031,0.698,5,81.6
small-n5,small,5,letters_upper_U_dejavuserif-bold_v2,letters_upper,0.7318,0.7318,0.6967,0.6967,0.0333,0.6416,5,79.1
small-n5,small,5,letters_upper_V_dejavusans-bold,letters_upper,0.8362,0.8362,0.7937,0.7937,0.0283,0.7655,5,78.4
small-n5,small,5,letters_upper_V_dejavusansmono-bold,letters_upper,0.7741,0.7741,0.7547,0.7547,0.0193,0.7308,5,80.2
small-n5,small,5,letters_upper_V_dejavuserif-bold_v2,letters_upper,0.7867,0.7867,0.7676,0.7676,0.0138,0.7443,5,78.1
small-n5,small,5,letters_upper_W_dejavusans-bold,letters_upper,0.6789,0.6789,0.6436,0.6436,0.0282,0.6057,5,77.9
small-n5,small,5,letters_upper_W_dejavusansmono-bold,letters_upper,0.7419,0.7419,0.6976,0.6976,0.0313,0.6546,5,77.2
small-n5,small,5,letters_upper_W_dejavuserif-bold,letters_upper,0.5911,0.5911,0.5767,0.5767,0.0118,0.5584,5,78.6
small-n5,small,5,letters_upper_X_dejavusans-bold,letters_upper,0.721,0.721,0.6756,0.6756,0.0448,0.6163,5,76.8
small-n5,small,5,letters_upper_X_dejavusansmono-bold,letters_upper,0.7088,0.7088,0.6585,0.6585,0.0507,0.5795,5,77.1
small-n5,small,5,letters_upper_X_dejavuserif-bold,letters_upper,0.6658,0.6658,0.6334,0.6334,0.026,0.5949,5,78.1
small-n5,small,5,letters_upper_Y_dejavusans-bold,letters_upper,0.8058,0.8058,0.7634,0.7634,0.0383,0.712,5,68.1
small-n5,small,5,letters_upper_Y_dejavusansmono-bold,letters_upper,0.7351,0.7351,0.7132,0.7132,0.0238,0.6769,5,69.2
small-n5,small,5,letters_upper_Y_dejavuserif-bold,letters_upper,0.7333,0.7333,0.7201,0.7201,0.0092,0.7058,5,68.4
small-n5,small,5,letters_upper_Z_dejavusans-bold,letters_upper,0.7905,0.7905,0.7281,0.7281,0.0413,0.6806,5,69.3
small-n5,small,5,letters_upper_Z_dejavusansmono-bold,letters_upper,0.7403,0.7403,0.6982,0.6982,0.0259,0.6617,5,69.2
small-n5,small,5,letters_upper_Z_dejavuserif-bold,letters_upper,0.7221,0.7221,0.6629,0.6629,0.0358,0.6166,5,69.1
